V1  V2  V3  V4A  V4B  V4C  V4D  V4E  V4F  V4G  V4H  V4I  V4J  V4K  V4L  V4N  V4O  V4M  V4STEXT  V5A  V5B  V5C  V5D  V5E  V5F  V5G  V5H  V5I  V6  V14B  V14C  V14D  V14E  V14F  V14G  V14H  V15  V16A  V16B  V16C  V16D  V16E  V16F  V7A  V7B  V7C  V7D  V7E  V7F  V7G  V7H  V7I  V7J  V8  V9  V10  V11  V12A  V12B  V12C  V12D  V12E  V12F  V12G  V12H  V12I  V12J  V12TEXT  V12K  V13A  V13B  V13C  V13D  V13E  V13F  V13G  V13H  V13TEXT  V13I  V14A  V16G  V16H  V16I  V16J  V16K  V17  V18  V19AH  V19BH  V19CH  V19DH  V19EH  V19FH  V19GH  V19IH  V19HH  V19AW  V19BW  V19CW  V19DW  V19HW  V19IW  V19JW  V19KW  V19LW  V19EW  V19FW  V19GW  V19JH  V19KH  V19LH  V19MH  V19MW  V20  V21  V22BF  V22CG  V22CF  V22DG  V22DF  V22EG  V22FG  V22AF  VAR00001  V23  V25A  V25B  V25C  V26A  V26B  V26C  V26D  V26E  V26F  V26G  V26H  V26I  V27A  V27B  V27C  V28  V28A  V29  V30  V24BF  V24CG  V24CF  V24DG  V24DF  V24EG  V24FG  V24AF  OL  STOL  HVVINGL  HVVINFL  RVINGL  RVINFL  HEDVINGL  V32  SPIR  V33  V34  V35  V36  V37A  V37B  V37C  V37D  V38A  V38B  V39  V40  V41  V42A  V42B  V42C  V42D  V42E  V42F  V42G  V42H  V42I  V42J  V42K  V42L  V42M  V42N  V42O  V42TEXT  V43A  V43B  V43C  V43D  V43E  V43F  V43G  V43H  V43I  V43J  V43K  V43L  V43TEXT  V44A  V44B  V44C  V44D  V44E  V44F  V44G  V44H  V44I  V44J  V44K  V44L  V44M  V44N  V44O  V44P  V44Q  V44R  V44S  V45  V46  V47  V48A  V48B  V48C  V48D  V48E  V48F  V48G  V49A  V49B  V49C  V50  V51  V52  V53  V54  V55  V56  V57A  V57B  V58A  V58B  V59A  V59B  V60  V61  V62  V63A  V63B  V65  V66  V67A  V67B  V68  V69  V70  V71  V72  V73  KON  V75  V76  V77  V78A  V78ATAL  V78B  V78BTAL  V78C  V78CTAL  V78D  V78DTAL  V79A  V79B  V79C  V79D  V79E  V79F  V79G  V79H  V80A  V80B  V80C  V80D  V80E  V80F  V80G  V81A  V81B  V81C  V81D  V81E  V81F  V81G  V81H  V81I  V81J  V81K  V81L  V81M  V81N  V82A  V82B  V82C  V82D  V82E  V82F  V82G  V82H  V82I  V82J  V82K  V82L  V82M  V82N  V82O  V83  SKEMANR  PROFIL  ALDER
2  1  3  5  6  3  5  6  6  6  5  4  4  2  6  6  6  6  .  5  6  5  5  5  4  4  5  4  2  0  0  0  0  0  0  0  1  1  1  1  0  0  0  2  2  2  3  3  3  3  3  3  3  2  3  1  2  0  0  0  0  1  0  1  0  0  0  .  0  1  0  0  0  0  0  0  0  .  0  1  0  0  1  0  0  3  4  6  2  1  0.5  0.5  0  0  0  0  3  1.5  0.5  0.5  0  0  0  0  0  0.5  0  0  0  0  0  0  0  3  2  0  0  0  3  0  0  0  0  3  3  3  4  1  4  4  2  1  1  1  1  1  3  19  19  .  3  .  2  2  0  3  0  0  0  0  0  2  1  0  3  0  10  0  0  8  0  1  2  20  15  6.5  0  0  0  .  10  2  1  .  1  1  1  1  1  1  1  1  1  1  1  1  1  2  .  .  .  .  2  .  .  .  .  .  .  .  .  .  .  3  1  1  4  4  3  1  1  1  1  1  2  3  4  4  1  2  2  .  24  5  160  2  2  2  2  2  2  .  2  3  .  1  2  2  1  1  2  1  15  .  2  2  2  2  3  1  4  2  13  5  7  5  10  .  .  .  .  .  1961  2  67  164  2  1  .  1  .  1  .  1  .  3  2  2  2  1  1  1  3  3  2  2  2  2  1  1  3  3  4  4  4  4  3  2  2  2  2  1  1  1  5  4  3  3  3  4  3  4  4  5  5  4  5  5  .  5  227  2  34
1  1  2  6  6  6  5  6  5  6  5  5  6  6  6  6  6  6  2  3  5  6  3  3  5  5  3  6  2  0  0  0  0  0  0  1  1  0  0  0  0  0  0  2  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  1  3  3  2.5  6  0  0  0  0  0  0  0  1  2  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  1  2  1  1  2  1  1  1  1  1  1  1  18  18  .  1  .  2  2  4  0  0  3  0  0  5  0  0  1  0  0  1  0  0  7  1  1  1  6  16  10  0  0  0  .  1  1  1  2  1  1  1  1  1  1  1  1  1  2  2  2  3  3  1  .  3  3  2  2  2  1  1  1  1  1  1  1  .  2  1  1  1  1  1  3  1  1  1  1  1  1  2  5  1  1  1  1  18  3  49  2  2  2  2  2  2  2  1  3  3  1  1  1  1  1  0  1  .  2  2  3  2  3  5  1  1  6  .  .  4  13  13  3  2  5  3  2  1973  2  66  173  1  1  .  1  .  1  .  1  .  .  .  .  .  .  .  .  3  3  1  3  2  1  1  1  1  2  1  1  3  3  3  2  1  1  1  1  1  1  5  5  5  5  5  5  5  5  5  5  5  5  5  5  1  5  228  2  22
2  2  2  5  4  4  3  5  4  4  5  4  5  6  6  5  6  6  1  5  5  6  4  5  5  5  4  4  2  0  0  0  0  0  0  0  1  0  1  1  0  1  0  3  3  3  3  3  3  2  3  3  3  1  3  1  1  0  0  0  1  1  1  0  1  0  0  .  0  1  0  0  0  0  0  0  0  .  0  1  0  0  1  0  0  3  3  1  2  0  0  0.5  0  0  0  0  0  1  0  0  0  0  1  0  0  0  0.5  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  1  1  3  2  2  2  1  1  1  1  1  1  1  .  21  .  1  .  2  2  0  0  0  3  0  0  2  0  0  0  0  0  3  0  0  3  0  5  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  80  2  2  2  2  2  2  2  3  3  3  1  1  40  1  1  2  1  15  .  3  2  2  2  5  1  4  2  .  3  3  5  8  4  3  5  1  1  1955  2  74  165  2  1  .  1  .  1  .  1  .  3  2  1  1  3  1  1  3  4  2  2  3  2  1  1  3  4  5  2  3  1  3  2  2  1  2  1  1  1  4  4  4  5  5  4  4  4  5  4  4  4  4  4  .  5  229  2  40
1  1  2  6  5  6  5  6  6  6  6  5  5  6  5  6  6  5  1  3  6  6  2  3  5  5  2  5  2  0  0  0  0  0  0  1  1  1  0  1  1  1  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  1  0  0  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  0  1  0  1  0  0  3  4  1  0  0  0  0  0  0  0  0  3.5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  2  0  0  0  0  0  0  0  0  0  2  .  4  .  4  1  2  1  1  1  1  1  1  18  18  .  3  .  2  2  0  0  0  4  0  0  0  0  0  0  0  0  10  0  0  2  0  4  0  4  16  4  0  0  0  .  7  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  75  2  2  1  2  2  2  2  1  3  3  2  3  0.2  2  1  0  1  .  6  3  2  2  1  4  1  4  2  .  3  3  5  .  3  3  5  2  2  1945  2  64  167  3  2  1994  2  1992  1  .  1  .  3  3  3  3  2  1  1  3  4  4  4  4  2  1  1  5  5  4  4  2  4  4  4  4  2  2  1  1  1  5  5  5  5  5  5  5  5  5  5  5  5  5  5  1  5  230  2  50
2  1  2  5  4  4  6  6  6  6  6  5  6  5  6  5  6  6  .  2  6  6  6  2  5  5  .  5  2  0  0  0  0  0  0  0  1  1  1  0  0  0  1  2  2  2  2  .  3  3  3  3  3  1  1  1  1  0  0  0  0  0  0  0  0  0  1  Extra c.,Pikasol,Tamofen  0  0  0  0  0  0  0  0  0  ambulatorie (brystoperation)  1  1  0  0  1  0  0  3  3  9  0  0  0  0  0  2.5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  .  0  0  0  0  0  0  0  0  0  .  .  1  .  1  .  1  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  5  286  .  .  1  .  .  .  .  1  .  .  1  2  44  2  .  .  1  20  .  3  4  2  4  5  1  4  .  10  6  1  5  10  .  .  .  .  .  1932  2  70  162  2  .  .  .  .  .  .  .  .  3  3  .  .  .  .  .  .  1  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  5  5  5  .  .  .  5  5  .  .  5  231  2  63
3  2  2  5  5  6  4  6  3  6  4  4  5  5  6  6  6  6  2  4  4  6  4  4  4  5  4  4  1  0  0  0  0  0  0  1  1  1  0  0  0  0  0  3  3  3  3  3  3  3  3  3  3  1  2  1  4  0  0  0  0  1  0  0  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  0  3  4  6  1  0  1  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  2  0  0  0  0  0  0  0  0  0  .  1  2  2  2  2  1  1  1  1  1  1  1  18  13  .  1  .  2  2  0  0  0  0  0  0  0  0  0  0  1  0  1.5  0  0  5  0  1  1  22  15  20  0  0  0  5  .  1  1  2  .  .  .  .  .  .  .  .  .  .  .  .  .  1  .  .  1  3  3  1  1  1  1  .  2  1  1  .  .  1  1  1  1  3  3  3  3  1  3  3  1  1  1  1  1  1  1  .  19  4  94  2  2  2  2  2  1  .  2  3  .  2  1  25  1  1  2  1  9  .  2  3  1  3  4  1  1  2  14  1  1  5  10  3  2  4  1  1  1953  2  52  164  2  2  1987  .  .  .  .  .  .  3  2  2  2  2  1  1  1  3  3  3  3  2  1  1  3  3  4  1  3  3  3  3  3  3  2  1  1  1  4  4  4  4  4  4  4  3  3  4  4  4  4  4  .  5  232  2  42
2  1  1  4  4  5  5  6  6  6  6  2  6  6  6  6  6  5  1  .  6  6  4  6  5  5  2  2  2  0  0  0  0  0  0  0  1  0  1  1  0  1  0  2  3  3  3  3  3  3  3  3  3  2  1  1  1  1  0  0  0  1  0  0  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  1  1  0  0  0  0  3  4  0  0  1  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  .  1  2  1  2  2  2  1  1  1  1  1  2  .  .  1  1  .  2  2  0  0  0  1  0  0  0  0  0  0  0  0  1  0  0  1  0  5  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  90  2  2  2  2  2  2  2  1  3  3  1  2  13  2  1  1  1  1  6  3  3  2  2  5  1  1  3  .  5  7  7  11  5  1  5  1  1  1962  2  68  170  1  1  .  2  1992  1  .  1  .  3  2  3  2  2  2  2  2  4  3  3  3  1  1  1  4  4  3  3  3  3  4  3  2  2  3  1  1  1  4  5  3  3  3  4  5  3  3  4  4  3  5  4  .  5  235  2  33
2  1  2  6  6  6  5  6  5  6  5  5  6  6  6  6  6  6  1  2  5  5  2  3  5  6  2  5  2  0  0  0  0  0  1  0  1  0  1  0  0  1  0  2  3  3  3  3  3  3  3  3  3  1  2  1  1  0  0  0  0  1  0  0  1  0  0  .  0  1  0  0  0  0  0  0  0  .  0  1  1  1  1  1  0  3  4  3  1  0  1  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  2  2  0  0  0  0  0  0  0  0  0  .  2  2  1  2  1  2  1  1  1  1  1  1  .  .  .  1  .  2  2  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  2  0  5  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  5  85  2  2  2  2  2  2  2  2  3  3  1  1  4  2  1  1  1  10  .  3  2  1  2  4  2  2  3  .  4  6  6  10  2  3  5  1  1  1965  2  55  165  2  1  .  1  .  1  .  2  1993  3  2  1  1  .  2  1  2  2  2  1  1  1  1  1  3  2  3  2  3  2  3  3  3  3  2  2  1  1  4  4  2  3  4  3  4  2  3  4  4  4  5  4  .  5  237  2  30
1  1  2  5  6  6  6  6  6  6  6  5  6  5  5  6  6  6  2  2  6  6  2  2  5  6  2  5  2  0  0  0  0  0  0  1  1  1  1  0  0  0  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  1  0  0  0  0  0  0  .  0  1  0  0  0  0  0  0  0  .  0  0  0  0  0  1  0  3  4  3  0  0  1.5  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  2  2  1  3  2  1  1  1  .  .  .  .  .  19  .  2  .  2  2  0  0  0  0  0.5  0  0  0  0  0  0  0  0  0.5  0  0  0  1  1  8  20  15  0  0  0  10  .  1  1  1  2  1  1  1  1  1  1  1  1  1  1  1  2  1  1  .  1  2  1  2  2  1  1  1  1  1  1  .  .  3  1  4  2  2  1  1  1  1  1  1  1  1  3  2  2  1  1  .  26  3  49  2  2  2  2  2  2  .  3  3  .  1  1  15  1  1  0  1  .  3  3  3  1  2  5  1  4  2  .  5  7  5  .  2  3  4  2  1  1967  2  71  165  1  1  .  2  1995  1  .  1  .  3  2  2  1  1  1  1  2  2  2  2  2  1  1  1  3  3  2  2  3  3  3  2  3  2  1  1  1  1  3  3  3  4  5  4  4  4  4  4  4  4  5  5  .  5  239  2  28
1  .  1  6  6  3  6  6  6  6  6  3  6  6  6  6  6  6  2  6  6  6  1  5  6  2  2  2  2  0  0  0  0  0  0  1  .  0  0  0  0  0  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  1  3  2  0  1.5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  1  0  0  0  2  0  0  0  0  2  1  .  4  .  4  .  1  .  .  .  .  .  .  .  18  .  1  .  2  2  0  0  0  2  0  0  0  0  0  0  0  0  0  0.8  0  2  0  1  1  1.5  14  0  20  30  0  1  1  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  afmagringskur  .  .  .  .  .  4  .  .  .  .  .  .  .  .  .  .  .  .  .  26  5  192  1  .  .  .  .  .  .  1  1  .  3  5  34  2  0  4  1  .  5  2  3  1  3  4  1  4  5  .  2  3  .  .  1  .  3  3  2  1960  2  54  160  3  2  1994  .  .  .  .  .  .  3  .  .  .  .  .  .  .  3  3  3  3  .  .  .  3  3  2  2  3  4  4  3  3  3  2  1  1  1  3  4  4  4  4  4  4  1  1  1  1  3  3  2  .  3  240  2  35
2  1  2  6  6  6  6  5  4  5  5  5  4  4  6  6  6  6  1  4  4  6  4  4  4  6  4  4  1  0  0  0  1  0  0  0  1  0  1  1  0  0  0  3  3  3  3  3  3  3  3  3  3  1  2  1  2  0  0  0  0  1  0  1  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  1  0  0  1  1  0  3  .  0  5  0  2.5  0  1  0  2  0  2  0  0.5  0  0  0  0  0  2.5  0  0  0  2  0  2.5  0  0  2  2  0  0  0  0  0  0  0  1  1  4  3  3  .  3  1  1  1  1  1  1  1  1  19  19  .  1  .  2  2  0  0  0  0  0  0  0  1  1  0  0  0  2  0  0  2  0  1  1  1.5  24  5  0  0  0  .  3.5  1  2  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  51  1  2  2  2  2  1  2  1  .  .  2  3  25  2  0  0  2  .  .  2  1  2  1  5  1  2  .  14  6  7  3  .  .  .  .  .  .  1970  2  60  172  1  1  .  1  .  1  .  2  1991  .  .  3  .  .  .  2  3  .  .  4  .  .  4  .  5  .  5  5  3  4  4  1  2  3  1  3  1  1  5  4  3  1  4  4  3  2  3  5  4  2  5  5  .  5  241  2  25
3  2  3  5  3  5  5  6  5  5  6  5  6  6  6  6  5  6  1  4  6  6  2  4  6  5  2  3  1  1  1  0  0  0  0  0  1  0  1  1  1  1  0  1  1  1  3  3  1  3  3  3  3  5  1  1  1  0  0  0  0  0  0  0  0  0  0  .  1  1  0  0  0  0  1  0  1  osteoporose us. Dexa-BMC(scan.ryg/hoft)  0  0  1  1  1  1  0  3  3  4  0  0  4  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  2  2  .  2  .  2  1  .  .  .  1  1  .  .  .  1  .  2  2  1  3  0  0  0  0  0  0  0  1  1  0  0  0  0  2  0  4  .  3  20  7  0  0  0  .  3  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  93  2  2  2  2  2  2  .  3  3  .  1  1  10  1  0  0  2  .  .  2  2  1  1  5  1  4  .  8  3  3  6  .  .  .  .  .  .  1924  2  63  167  4  2  1957  .  .  2  1988  2  1980  .  .  .  .  .  .  .  3  .  3  3  .  3  .  .  3  3  3  .  .  3  3  .  3  3  3  .  .  .  5  5  5  5  5  5  4  4  4  5  4  4  5  5  .  5  242  2  71
3  2  2  5  5  5  5  4  6  6  5  5  2  2  6  6  6  5  .  4  6  6  5  5  6  5  6  5  2  0  0  0  0  0  0  0  1  0  0  0  0  0  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  0  0  0  0  0  1  penicilin  0  1  0  1  0  1  0  0  0  .  0  1  0  1  1  0  0  3  3  7  1  0  0  0  0  0  0  0  4  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  1  2  2  1  1  1  1  2  1  1  1  1  1  .  .  .  .  .  .  .  0  0  0  1  0  0  0  1  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  74  1  2  2  2  2  2  2  1  1  .  2  2  4  .  1  3  1  3  6  1  3  1  3  4  1  2  4  .  2  4  5  8  3  3  2  1  1  1964  2  57  168  2  1  .  1  .  1  .  1  .  3  3  2  1  1  1  1  3  3  3  2  2  2  2  2  2  2  2  2  2  3  3  2  3  2  2  1  1  2  4  4  3  4  4  4  4  4  4  4  4  4  4  4  .  5  247  2  31
2  1  2  6  5  6  5  3  6  5  5  4  6  5  6  6  6  6  1  2  6  5  2  2  5  5  2  5  2  0  0  0  0  0  0  0  2  1  1  1  1  1  0  2  3  3  3  3  3  3  3  3  3  1  2  1  2  0  0  0  0  1  0  0  0  0  1  imigran  0  0  0  0  0  0  0  0  1  gynækolog  0  1  1  0  1  1  0  3  3  5  0  0  2  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  0  0  0  1  0  0  0  0  1  1  1  4  1  4  1  2  1  1  1  1  1  1  19  18  .  2  .  2  2  0  0  0  5  0  0  1  0  0  0  0  0  10  0  0  6  0  5  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  160  2  2  1  2  2  2  2  2  2  .  1  1  21  1  1  0  1  30  .  2  3  2  3  3  1  4  2  .  5  7  8  11  3  3  5  1  1  1943  2  68  173  2  1  .  1  .  1  .  2  1995  2  2  2  2  2  1  1  3  1  4  3  3  2  2  1  4  4  4  4  4  2  4  1  4  4  3  3  1  1  4  4  5  4  4  4  3  3  2  4  4  3  4  3  .  5  250  2  52
3  2  2  4  3  6  4  6  6  4  4  4  4  6  6  4  4  5  1  4  6  6  4  4  4  4  4  5  1  0  0  0  0  0  0  1  1  0  0  1  0  0  0  2  3  3  3  3  3  3  3  3  3  2  2  2  2  0  0  0  0  1  0  0  0  0  0  .  0  1  0  0  0  0  0  1  0  .  0  0  1  0  0  0  0  3  3  7  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  7  0  0  2  1  0  0  0  0  0  0  0  0  0  .  2  1  2  1  2  2  1  1  1  1  1  1  .  21  .  3  .  2  2  0  6  0  0  0.5  0  0  0  0  0  0  0  0  0  0  20  0  1  1  14  11  15  0  0  0  2  .  3  2  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  7  53  1  2  2  2  2  1  2  1  3  3  2  2  1  1  1  0  1  .  3  3  2  1  1  3  1  1  3  .  3  4  3  .  2  3  1  2  3  1970  2  65  162  3  1  .  2  1994  1  .  1  .  2  2  1  2  2  2  1  3  3  3  1  3  3  1  1  3  3  3  2  4  2  4  1  3  3  3  1  1  1  4  5  3  4  4  4  3  1  3  3  3  3  5  3  .  4  251  2  25
2  1  1  3  4  5  4  5  3  5  3  3  5  5  6  6  6  5  2  3  4  6  3  4  3  6  3  3  2  0  0  0  0  0  0  1  1  0  1  0  0  0  1  3  3  3  3  3  3  3  3  3  3  1  2  1  3  0  0  0  1  1  0  0  0  0  0  .  0  0  0  1  0  0  0  0  0  .  0  0  0  0  0  0  0  3  4  5  4  0  0  0  0  0  0  0  2  1  0  0  0  0  0  4  0  0  0  0  0  4  0  0  0  1  1  0  0  0  0  0  0  0  0  0  .  3  3  4  4  4  3  2  1  3  2  1  1  20  18  .  3  .  2  2  1  0  0  1  0  0  0  1  2  2  0  3  0  2  0  5  1  2  0  .  15  2  0  0  0  .  8  2  1  .  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  .  1  1  3  1  3  3  3  1  1  1  1  .  .  1  5  5  5  5  1  4  1  1  1  1  1  5  5  5  5  1  1  .  .  1  35  2  2  1  2  2  2  .  1  2  .  3  4  10  1  0  0  2  .  .  3  1  2  2  3  1  1  2  .  2  4  .  .  4  1  3  1  2  1968  2  57  161  1  1  .  2  1995  1  .  1  .  3  2  2  2  1  1  1  3  3  3  3  3  1  1  1  3  3  3  3  3  3  3  4  4  3  2  1  2  2  5  5  5  4  4  4  4  4  4  4  4  4  5  5  .  5  252  2  27
2  1  2  1  5  6  5  6  6  3  6  5  5  6  5  6  6  6  1  5  6  6  3  5  5  6  3  5  1  0  0  0  0  0  0  1  1  0  1  1  0  1  0  3  3  3  3  3  3  3  3  3  3  2  2  1  1  0  0  0  1  1  0  0  0  1  0  .  0  1  0  1  0  0  0  0  0  .  0  0  0  1  1  1  0  3  4  2  3.5  0  0  1.5  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  0  0  0  1  0  0  1  1  1  0  0  0  0  0  0  0  1.5  1  4  4  1  2  4  .  2  .  .  .  .  3  20  20  .  3  .  2  1  0  2  0  2  0  0  0  0  7  0  0  0  0  1  0  5  0  5  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  55  2  2  2  2  2  1  .  3  3  3  2  2  8  1  0  0  2  .  .  3  1  3  1  4  2  1  .  13  5  7  2  2  .  .  .  .  .  1968  2  51  163  1  1  .  2  1995  1  .  1  .  3  2  3  1  2  2  3  2  4  3  3  2  2  2  2  3  3  3  3  4  2  2  3  3  3  2  2  2  1  5  5  3  5  5  5  4  3  3  4  4  3  5  4  .  5  254  2  27
2  2  2  5  6  6  5  6  6  6  5  5  5  6  6  6  6  5  .  1  6  6  1  1  6  5  2  5  1  0  0  0  0  0  0  1  2  0  0  0  0  0  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  0  0  0  0  0  1  p-piller  0  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  1  .  1  0  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  1  0  0  0  0  0  0  0  0  0  .  1  1  1  1  1  1  1  1  1  1  1  1  .  .  1  .  1  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  5  1  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  83  2  2  2  .  .  2  .  3  3  .  2  2  6  1  2  2  1  23  .  1  2  1  3  2  1  4  5  11  6  1  .  6  2  2  4  3  3  1952  2  67  165  2  2  .  .  .  .  .  .  .  3  .  .  .  .  .  .  .  1  2  .  .  .  .  .  1  1  1  1  1  1  3  4  4  1  1  1  1  1  1  3  4  .  .  .  4  5  4  2  3  3  4  4  .  .  256  2  43
1  1  3  6  6  6  4  4  6  6  6  5  5  6  6  5  6  6  2  2  6  6  2  3  6  4  2  5  2  0  0  0  0  0  0  0  2  1  0  0  0  0  0  1  3  3  2  3  3  3  3  3  3  1  1  1  1  0  0  0  0  1  0  0  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  1  0  0  0  0  0  3  2  15  4  0  0  0  0  0  0  0  10  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  1  0  0  0  0  0  0  0  0  0  .  1  1  1  1  1  1  1  1  1  1  1  1  .  .  1  .  1  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  2  10  13  0  15  0  0  30  .  1  2  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  60  1  2  1  2  2  1  2  2  3  3  4  3  3  2  1  0  1  2  0  2  4  1  4  5  1  4  6  .  6  2  5  9  1  3  3  4  3  1971  2  62  158  1  1  .  2  .  1  .  1  .  3  3  2  2  1  1  1  3  3  3  2  1  1  1  1  3  2  1  1  1  4  5  1  1  1  1  1  1  1  3  4  3  4  4  4  4  4  3  2  3  4  5  5  .  5  258  2  24
