V1  V2  V3  V4A  V4B  V4C  V4D  V4E  V4F  V4G  V4H  V4I  V4J  V4K  V4L  V4N  V4O  V4M  V4STEXT  V5A  V5B  V5C  V5D  V5E  V5F  V5G  V5H  V5I  V6  V14B  V14C  V14D  V14E  V14F  V14G  V14H  V15  V16A  V16B  V16C  V16D  V16E  V16F  V7A  V7B  V7C  V7D  V7E  V7F  V7G  V7H  V7I  V7J  V8  V9  V10  V11  V12A  V12B  V12C  V12D  V12E  V12F  V12G  V12H  V12I  V12J  V12TEXT  V12K  V13A  V13B  V13C  V13D  V13E  V13F  V13G  V13H  V13TEXT  V13I  V14A  V16G  V16H  V16I  V16J  V16K  V17  V18  V19AH  V19BH  V19CH  V19DH  V19EH  V19FH  V19GH  V19IH  V19HH  V19AW  V19BW  V19CW  V19DW  V19HW  V19IW  V19JW  V19KW  V19LW  V19EW  V19FW  V19GW  V19JH  V19KH  V19LH  V19MH  V19MW  V20  V21  V22BF  V22CG  V22CF  V22DG  V22DF  V22EG  V22FG  V22AF  VAR00001  V23  V25A  V25B  V25C  V26A  V26B  V26C  V26D  V26E  V26F  V26G  V26H  V26I  V27A  V27B  V27C  V28  V28A  V29  V30  V24BF  V24CG  V24CF  V24DG  V24DF  V24EG  V24FG  V24AF  OL  STOL  HVVINGL  HVVINFL  RVINGL  RVINFL  HEDVINGL  V32  SPIR  V33  V34  V35  V36  V37A  V37B  V37C  V37D  V38A  V38B  V39  V40  V41  V42A  V42B  V42C  V42D  V42E  V42F  V42G  V42H  V42I  V42J  V42K  V42L  V42M  V42N  V42O  V42TEXT  V43A  V43B  V43C  V43D  V43E  V43F  V43G  V43H  V43I  V43J  V43K  V43L  V43TEXT  V44A  V44B  V44C  V44D  V44E  V44F  V44G  V44H  V44I  V44J  V44K  V44L  V44M  V44N  V44O  V44P  V44Q  V44R  V44S  V45  V46  V47  V48A  V48B  V48C  V48D  V48E  V48F  V48G  V49A  V49B  V49C  V50  V51  V52  V53  V54  V55  V56  V57A  V57B  V58A  V58B  V59A  V59B  V60  V61  V62  V63A  V63B  V65  V66  V67A  V67B  V68  V69  V70  V71  V72  V73  KON  V75  V76  V77  V78A  V78ATAL  V78B  V78BTAL  V78C  V78CTAL  V78D  V78DTAL  V79A  V79B  V79C  V79D  V79E  V79F  V79G  V79H  V80A  V80B  V80C  V80D  V80E  V80F  V80G  V81A  V81B  V81C  V81D  V81E  V81F  V81G  V81H  V81I  V81J  V81K  V81L  V81M  V81N  V82A  V82B  V82C  V82D  V82E  V82F  V82G  V82H  V82I  V82J  V82K  V82L  V82M  V82N  V82O  V83  SKEMANR  PROFIL  ALDER
2  1  2  6  2  4  6  4  3  2  5  5  3  1  5  3  6  6  1  5  2  5  6  2  4  6  4  6  1  0  0  0  0  0  0  1  2  1  0  1  1  0  1  1  3  3  3  3  3  2  2  3  3  1  1  1  1  0  1  1  0  1  1  1  1  1  0  .  0  1  0  0  0  0  0  0  0  .  0  0  1  1  1  0  0  3  3  5  0  0  0  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  1  1  0  0  0  0  0  0  0  0  0  .  3  2  3  3  1  1  1  1  1  1  1  1  .  18  1  1  .  2  2  0  0  0  2  0  0  3  2  2  0  0  0  2.5  0  0  33  3  1  1  62  13  0  0  0  4  5  .  1  2  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  117  2  2  2  2  2  2  2  1  3  3  2  2  51  1  0  0  2  .  .  2  2  2  1  5  1  3  5  8  6  1  4  2  .  .  .  .  .  1921  1  74.5  164  4  .  .  .  .  2  1994  2  1994  2  3  2  1  2  1  1  3  4  4  4  1  2  1  1  3  2  4  1  1  3  3  2  3  1  3  1  1  1  3  4  5  5  5  4  5  4  4  4  3  4  5  4  .  5  260  2  74
3  1  3  6  6  5  6  6  4  5  4  5  6  6  4  6  6  6  1  3  5  4  3  4  3  5  3  5  1  0  0  0  0  0  0  1  1  0  1  1  0  0  1  2  3  3  3  3  3  3  3  3  3  1  3  1  2  0  0  0  0  1  0  0  0  0  0  .  0  1  0  0  0  0  0  0  0  .  0  0  1  1  1  1  0  2  4  5  2  0  0  2  2  0  0  0  2  3  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  1  1  0  0  0  2  0  0  0  0  2  1  1  4  1  2  1  2  2  1  1  1  1  1  19  19  .  2  .  2  2  0  0  0  0  1  0  0  0  0  0  0  0  3  1  0  5.5  0  1  1  15  17  15  0  0  0  .  1.5  2  1  2  1  1  1  1  1  1  1  1  1  2  3  3  3  3  1  .  1  1  1  1  2  1  2  1  1  1  1  1  .  1  1  2  1  3  1  1  1  2  1  1  1  5  5  3  2  1  1  1  22  2  31  2  2  2  2  1  2  2  1  3  3  2  2  2  2  0  0  2  .  .  4  1  3  1  4  1  4  .  13  2  2  4  4  .  .  .  .  .  1963  1  67  190  4  1  .  1  .  2  1992  2  1995  3  1  3  2  2  2  3  2  1  3  3  3  2  4  3  5  2  3  5  5  3  2  1  2  3  2  5  3  5  4  5  3  4  4  4  5  2  4  4  2  2  4  5  1  5  263  2  32
  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  6  6  2  3  6  6  2  6  1  0  0  0  0  0  0  1  2  1  0  1  1  0  0  2  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  1  0  0  0  0  1  hjertemagnyl daglig  0  0  0  0  0  0  0  0  0  .  1  0  0  1  1  0  0  3  4  3  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  2  0  0  0  0  0  0  0  6  6  1  5  4  2  3  4  1  5  .  1  .  1  5  15  13  .  3  .  2  2  0  0  0  0  0  0  2  9  35  0  0  0  6  0  0  12  4  1  2  47  14  20  0  0  0  20  .  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  2  1  1  .  1  1  1  1  1  .  .  .  .  .  .  .  holdt op i et helt år  1  2  3  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  22  3  71  2  2  2  2  2  2  2  2  3  3  1  1  37  1  1  0  1  42  .  2  1  2  3  5  1  4  1  10  3  2  6  4  .  .  .  .  .  1934  1  92  187  2  1  .  1  .  1  .  2  1994  3  1  1  1  1  1  1  3  3  1  2  1  1  1  1  4  1  1  1  1  3  3  4  1  1  1  1  1  1  3  5  5  3  3  5  5  5  4  .  4  4  4  5  .  5  264  2  61
1  1  2  6  5  6  5  6  6  6  6  5  6  6  6  6  6  5  1  2  6  6  2  2  6  6  2  5  2  0  0  0  0  0  0  1  1  0  0  0  0  0  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  1  0  0  0  0  0  0  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  0  0  1  1  0  0  3  4  8  4  0  0  0  0  0  0  0  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  4  .  2  .  2  .  2  .  .  .  .  .  .  .  19  .  2  .  2  2  0  0  0  3  0  0  0  0  0  0  0  0  1  0  0  3.5  0  1  2  15  17  0  17.5  0  0  7.5  .  2  1  2.5  .  .  .  .  .  .  .  .  .  .  .  .  3  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  f¢lte trang  .  .  3  .  .  .  .  .  .  .  .  .  4  .  .  .  .  2  .  20  3  130  2  2  2  2  2  2  .  1  .  .  1  1  14  2  1  1  1  6  .  4  2  3  2  5  1  1  3  .  2  5  7  10  3  2  4  1  1  1963  1  80  185  1  1  .  2  1986  1  .  2  1992  3  1  3  1  2  2  2  3  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  265  2  32
1  1  3  6  2  5  5  6  6  2  6  4  6  6  6  4  6  6  1  2  6  6  5  4  4  5  3  6  1  0  0  0  0  0  0  1  1  0  0  0  0  0  0  2  3  3  3  3  3  3  3  3  3  1  2  1  1  0  0  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  1  3  4  20  0  0  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  1  1  1  .  .  .  .  .  .  .  .  1  .  .  1  1  .  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  2  24  10  0  20  0  0  0.5  .  3  2  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  96  2  2  2  2  2  2  2  1  2  3  2  3  5.5  1  1  2  1  5.5  .  2  1  2  1  5  1  4  5  11  1  2  5  8  1  .  .  .  .  1961  1  90  186  2  1  .  1  .  1  .  1  .  3  1  1  1  2  2  1  1  2  2  2  2  2  2  2  5  5  3  2  2  2  3  3  1  1  1  1  1  1  5  5  5  5  5  5  5  4  4  4  4  5  5  5  5  5  266  2  34
1  1  2  .  .  .  4  .  .  .  .  .  .  .  .  .  .  5  2  3  4  6  4  4  4  4  4  4  2  0  0  0  0  0  0  1  2  0  1  1  0  0  1  .  3  3  3  3  3  3  3  3  3  1  3  1  2  1  0  0  0  1  0  0  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  0  0  0  1  0  0  3  3  0  4  0  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  4  0  0  3  2  0  0  0  3  0  0  0  1  4  1  4  5  2  5  .  2  1  1  3  1  2  1  18  13  .  3  .  2  2  1  0  0  0  1  0  0  2  3  0  0  0  0  2.5  0  5  1  1  1  25  24  5.5  0  0  0  .  2  2  1  2  1  1  1  1  1  1  1  1  1  1  1  1  3  .  1  .  1  1  3  1  1  3  1  1  1  1  1  1  .  1  1  1  3  3  1  1  1  1  1  1  1  1  1  1  2  1  1  1  40  5  175  2  2  2  2  2  2  2  3  3  3  1  1  46  1  1  0  1  25  .  2  2  2  2  5  1  4  2  .  5  7  9  11  4  2  4  1  2  1946  1  63  175  2  1  .  1  .  1  .  2  1970  3  .  3  .  .  .  .  .  3  1  2  1  1  1  1  3  1  1  2  2  3  3  3  1  2  1  1  1  1  4  4  4  3  3  4  4  5  3  4  3  3  4  4  .  5  267  2  49
  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  5  6  4  5  5  5  3  5  3  1  0  0  0  0  0  0  0  1  1  0  1  0  1  0  .  1  2  1  1  1  1  1  1  2  4  1  4  1  1  0  0  0  1  0  0  0  0  1  salbuvent-spirocort teofylamin  0  1  0  1  0  0  0  0  1  ortopædlæge  0  1  1  0  0  0  0  4  4  0.8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  1  1  1  .  .  1  .  .  .  .  .  1  .  .  1  .  1  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4  0  30  18  17.5  0  0  0  .  .  .  2  1  .  .  .  .  .  .  .  .  .  .  .  .  .  1  .  slukket og sagt slut  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  5  .  .  .  .  52  2  65  2  2  1  2  2  2  2  1  3  3  1  2  75  1  0  0  2  .  .  .  3  2  2  1  3  2  .  8  3  1  3  .  .  .  .  .  .  1920  1  68  .  4  .  .  .  .  2  1988  2  1988  1  2  1  1  3  3  1  3  1  4  1  1  3  3  1  3  2  4  2  1  2  3  1  3  1  3  2  1  1  3  3  3  2  2  3  4  3  1  2  4  4  4  2  .  5  268  2  75
2  1  3  6  4  4  5  6  6  6  6  5  5  4  6  5  6  5  1  3  6  6  2  5  5  5  2  3  1  0  0  0  0  0  0  1  2  0  0  1  1  0  0  1  3  2  2  3  2  2  3  3  3  2  1  2  1  0  0  0  0  1  0  1  0  0  1  vanddrivende  0  1  0  0  0  0  1  0  0  .  0  0  0  1  1  0  0  3  .  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  2  0  0  0  0  0  0  0  0  0  .  2  2  1  2  1  2  1  1  1  1  2  1  18  18  .  2  .  2  2  0  1  0  2  0  0  2  0  0  0  0  0  1  0  0  0  0  1  1  45  23  15  0  0  0  30  .  1  2  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  52  2  2  1  2  2  2  2  1  3  3  2  2  60  1  0  0  2  .  .  1  2  1  2  5  1  1  .  8  2  3  4  .  .  .  .  .  .  1927  1  80  180  3  .  .  .  .  .  .  2  1993  1  3  1  .  2  1  1  3  4  5  2  .  4  3  1  2  2  3  3  2  3  3  3  4  2  4  3  1  1  3  3  4  3  4  4  4  2  2  4  3  4  4  4  .  5  270  2  68
4  3  2  4  4  2  5  6  6  5  4  2  5  6  5  3  1  5  1  5  6  6  3  5  4  1  5  2  1  0  0  0  0  0  0  1  1  0  1  0  0  1  0  1  1  2  2  3  1  3  3  3  3  4  2  4  1  0  0  0  1  0  0  0  0  0  0  .  0  1  0  0  0  0  0  0  0  .  0  0  0  0  1  0  0  2  1  13  0  0  0  0  0  0  0  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  2  0  0  2  1  0  0  0  0  0  0  0  0  0  1  2  1  1  2  1  2  1  1  1  1  1  1  10  11  .  2  .  2  2  1  0  0  0  0  0  0  0  2  2  0  0  0  0  0  4  0  4  0  10  22  0  20  0  0  .  1  .  .  4  1  1  1  1  1  1  1  1  1  3  1  3  3  1  1  .  3  1  1  2  1  1  1  1  1  1  1  1  .  4  4  4  2  1  1  1  1  1  1  1  1  1  5  3  1  1  1  1  32  3  44  2  1  2  2  2  1  2  1  1  3  3  4  8  2  0  0  2  .  .  2  2  2  4  3  2  2  .  9  3  4  4  4  .  .  .  .  .  1961  1  62  171  1  1  .  2  1986  1  .  2  1973  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  3  2  2  3  4  2  2  2  3  3  3  1  1  1  4  4  2  4  3  3  3  1  1  1  1  1  1  1  1  5  274  2  34
2  2  3  1  1  4  5  5  5  1  5  2  5  5  5  5  5  5  .  6  5  6  5  6  5  4  2  2  1  0  0  0  0  0  0  1  1  0  0  0  0  0  0  1  2  2  2  3  1  2  3  3  3  2  1  1  1  0  0  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  1  3  4  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  2  0  0  0  0  0  0  0  0  0  .  2  2  2  2  2  2  2  1  1  1  1  2  13  13  .  2  .  2  2  0  0  0  0  0  0  0  2.5  0.5  0  0  0  0  0  0  7.5  0  1  4  8.5  12.5  0  12.5  0  0  1.5  .  1  2  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  12  1  1  1  2  2  1  2  3  3  3  4  1  15  1  0  0  2  .  .  2  2  2  2  3  2  3  2  12  6  1  1  1  .  .  .  .  .  1973  1  .  178  1  1  .  2  1992  1  .  2  1995  3  2  2  1  1  1  1  3  3  4  3  1  1  1  1  2  2  1  2  1  3  3  3  3  3  1  1  1  1  5  5  5  5  5  5  5  4  5  5  3  5  5  5  1  5  276  2  22
1  1  2  5  6  6  5  6  6  6  6  6  6  6  6  6  6  4  2  2  5  6  2  2  6  6  2  5  2  0  0  0  0  0  0  1  1  0  1  0  0  1  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  1  0  0  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  0  0  0  1  0  0  3  4  1  3  2  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  1  3  2  2  2  1  1  2  2  1  1  1  1  17  17  .  3  .  2  2  0  0  0  0  0  0  0  2  4  0  0  0  2  0  0  8.5  0  5  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  2  52  1  2  2  2  2  2  2  2  3  3  2  2  1  2  0  0  2  .  .  3  2  2  2  2  2  2  3  .  3  6  5  5  3  3  3  2  2  1973  1  74  179  1  1  .  1  .  1  .  1  .  .  2  1  1  2  1  1  2  .  2  2  1  1  1  1  3  1  1  1  2  3  3  1  1  1  1  1  1  1  4  3  3  3  3  3  3  2  2  3  3  3  3  3  .  3  278  2  22
1  1  2  6  5  6  5  6  6  6  5  6  6  6  6  6  6  5  2  2  6  6  2  2  6  6  2  6  2  0  0  0  0  0  0  1  1  0  1  1  0  1  0  3  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  1  0  0  0  0  0  .  0  0  0  0  1  0  0  0  0  .  0  0  0  0  1  0  0  2  4  0  7  4.5  0  0  0  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  3  1  0  0  0  0  0  0  0  0  0  .  2  2  1  2  1  2  1  1  1  1  1  1  .  .  1  1  .  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4.5  0  5  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  50  2  2  2  2  2  2  2  2  3  3  1  1  21  1  0  0  2  .  .  1  2  1  1  4  1  1  .  13  6  7  2  1  3  2  4  1  1  1974  1  69  175  1  1  .  1  .  1  .  1  .  3  3  3  3  3  1  2  3  3  3  3  3  2  1  1  4  1  2  2  3  4  4  1  3  3  2  1  1  1  4  4  3  4  4  4  3  4  4  4  4  4  5  4  4  5  279  2  21
2  2  3  4  6  4  6  6  6  .  5  5  6  5  6  6  5  5  2  2  5  6  2  2  5  4  2  5  2  0  0  0  0  0  0  0  1  0  1  1  0  1  0  2  3  3  2  3  3  3  3  3  3  1  1  1  1  0  0  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  0  0  0  .  1  1  1  0  1  0  0  4  2  20  0  0  2  0  0  0  0  0  6  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  3  2  0  0  0  1  0  0  1  1  3  1  5  4  4  2  2  .  .  .  .  .  .  .  10  16  .  4  .  1  1  0  0  1  2  0  0  3  0  5  0  2  0  0  1  0  6  6  4  0  23  17  12.5  0  0  0  0  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1  5  .  3  87  1  2  2  2  1  2  2  1  3  3  2  2  23  1  4  0  1  34  .  1  2  1  2  1  1  4  4  .  3  3  6  10  3  3  3  2  2  1936  1  84  177  2  1  .  1  .  1  .  1  .  3  3  1  1  1  1  1  3  5  5  1  1  1  1  1  5  4  1  1  1  2  3  3  3  2  1  1  1  1  3  4  5  5  3  3  1  5  3  4  5  5  5  5  1  5  280  2  59
2  1  2  5  6  6  5  6  5  6  6  6  5  6  6  5  4  5  .  4  5  6  2  2  4  6  2  2  2  0  0  0  0  0  0  1  1  0  0  0  1  0  1  2  3  3  3  3  3  3  3  3  3  1  2  1  1  0  0  0  0  1  0  0  0  0  0  .  0  1  0  0  0  0  0  0  0  .  0  0  0  0  1  0  0  3  1  0  0  0  0  3  0  0  0  0  0  10  0  0  2  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  1  .  .  .  1  .  .  .  .  .  .  .  .  .  1  1  .  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  1  1  9  15  20  0  0  0  .  2  .  1  2  .  .  .  .  .  .  .  .  .  3  2  .  .  .  .  .  2  3  .  .  3  .  .  .  .  .  .  .  .  3  4  4  4  5  1  3  1  4  1  1  1  2  5  .  3  1  1  .  20  3  86  2  2  2  2  2  2  2  2  3  3  1  1  20  2  1  2  1  3  .  1  1  1  1  3  1  4  4  11  3  2  5  5  .  .  .  .  .  1971  1  76  .  2  1  .  1  .  1  .  1  .  2  1  2  2  3  2  3  2  4  3  2  2  1  1  1  4  4  4  3  3  3  3  5  3  2  2  2  2  2  4  4  4  4  3  4  4  4  4  4  4  4  4  4  .  1  282  2  24
2  1  2  4  4  5  5  5  5  5  6  6  4  6  3  6  6  5  2  1  5  6  2  2  5  6  2  5  2  0  0  0  0  1  0  0  1  0  1  0  0  0  1  3  3  3  3  3  3  3  3  3  3  1  2  1  2  1  0  0  1  1  0  0  0  1  0  .  0  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0  3  4  0  4  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  2  2  1  0  0  0  0  0  1  0  2.5  1  4  3  3  3  4  1  1  1  1  1  4  3  18  13  .  3  .  2  1  2  0  0  0  0  0  2  0  4  3  0  0  4  0  1  12  3  1  1  19  18  5  0  0  0  60  .  3  1  6  1  1  .  1  1  1  1  1  2  1  .  3  3  3  .  .  3  3  3  3  3  3  1  1  1  1  1  .  .  1  2  3  3  1  4  2  3  1  3  4  2  3  4  2  3  3  2  .  .  5  125  1  2  2  2  2  2  .  1  2  .  2  2  13  1  2  2  1  15  .  3  3  2  3  5  1  4  3  .  5  7  8  10  3  2  4  2  2  1956  1  70  180  2  1  .  1  .  1  .  1  .  3  2  2  1  1  1  2  3  5  3  3  2  2  2  3  3  3  3  2  3  3  3  4  3  2  2  2  3  1  5  4  4  4  4  4  4  5  4  4  3  3  5  5  .  4  283  2  39
1  1  2  6  6  6  6  6  5  6  6  6  6  6  6  6  6  6  2  2  5  6  2  2  6  6  2  6  2  0  0  0  0  0  0  0  1  0  1  1  1  0  0  3  3  3  3  3  3  3  3  3  3  1  2  1  2  0  0  0  0  1  0  0  0  0  0  .  0  0  0  0  0  0  0  0  0  .  1  1  1  1  1  0  0  3  3  5  2  0  0  0  4  0  0  0  2  1  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  3  1  0  0  0  0  0  0  0  0  0  1  4  4  4  4  3  3  3  1  1  1  2  3  17  15  .  3  .  1  1  6  0  0  3  0  0  2  4  5  5  0  1  0  1  0  12  5  1  1  22  20  20  0  0  0  5  .  3  1  .  3  2  1  1  1  1  1  1  2  2  2  2  1  1  1  .  1  3  3  1  1  1  1  1  1  1  2  1  .  3  3  2  3  3  1  1  1  3  1  1  2  3  3  2  2  3  3  .  30  2  85  1  2  2  2  2  2  2  3  3  .  2  1  42  1  0  0  2  .  .  2  1  2  1  5  1  1  3  .  5  4  9  9  4  1  5  1  2  1953  1  69  175  1  1  .  2  1994  1  .  1  .  3  3  2  2  1  1  1  2  4  3  2  3  1  1  1  4  4  4  4  4  2  2  2  3  3  1  1  1  1  5  4  4  3  4  4  3  2  4  5  3  4  5  4  .  5  284  2  42
3  2  2  6  5  4  6  5  5  6  6  4  6  5  4  5  4  5  1  4  5  6  4  6  6  5  3  4  1  0  0  0  0  0  0  1  1  0  0  1  0  0  1  1  2  2  2  3  3  3  3  3  3  2  1  1  1  0  0  1  0  0  0  0  0  1  0  .  0  0  0  0  0  0  0  0  0  .  1  0  0  1  1  0  0  3  4  10  4  0  0  0  0  0  0  0  6  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  1  2  1  2  1  1  1  1  1  1  1  1  .  .  1  1  .  2  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  4  1  17  14.5  20  0  0  0  45  .  .  1  2.5  .  .  .  .  .  .  .  .  .  .  .  .  3  .  .  .  3  .  .  3  .  .  .  .  .  .  .  .  .  .  5  .  .  4  .  .  .  .  .  .  .  .  .  .  .  .  .  .  31  2  106  1  1  .  .  .  .  .  1  .  .  2  2  8  1  1  0  1  8  6  2  2  2  2  3  1  4  .  13  3  7  .  8  .  .  .  .  .  1961  1  98  186  1  .  .  .  .  .  .  .  .  3  3  3  .  .  .  3  3  3  3  2  .  .  .  2  4  1  2  2  3  2  4  4  3  2  2  2  2  4  4  4  3  4  3  3  4  4  4  4  3  4  4  3  .  5  291  2  34
2  1  3  6  6  6  6  6  6  6  6  5  6  6  5  6  5  6  2  2  6  6  1  2  6  5  2  5  2  0  0  0  0  0  0  1  1  0  1  1  0  1  0  2  3  3  3  3  3  3  3  3  3  1  1  1  1  0  0  0  0  0  0  0  0  0  0  .  1  0  0  0  0  0  0  0  0  .  1  0  0  1  1  0  0  3  4  0  1  0  0  0  0  2  0  0  0  1  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  2  2  0  0  0  0  0  0  0  2  2  1  5  4  3  5  1  3  1  5  3  1  2  1  12  .  .  3  .  2  2  0  0  0  5  0  0  1  3  14  0  0  0  8  0  0  7  2  4  0  15  25  0  0  0  4  .  3  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  5  170  2  2  2  2  2  2  .  3  3  .  1  2  25  1  1  1  1  26  .  4  2  3  3  5  1  1  1  .  2  3  5  11  2  3  4  1  2  1945  1  88  181  2  .  .  .  .  .  .  2  1985  3  2  2  1  2  2  1  3  3  2  2  1  1  1  1  3  2  4  2  3  3  2  4  3  3  1  1  1  1  3  4  4  5  3  4  5  4  3  4  4  4  5  5  .  5  294  2  50
2  1  1  5  4  3  5  6  4  6  3  2  4  3  6  6  6  6  1  5  4  4  6  5  3  3  5  2  2  0  0  0  0  0  0  0  1  0  1  0  0  1  0  3  3  3  2  3  2  3  3  3  3  2  4  1  2  0  0  0  0  0  0  0  0  0  1  ¢redråber imod infekt. på trommehinden  0  1  0  0  0  0  0  0  0  .  0  1  0  0  1  0  0  2  4  35  1  0  0  1  0  0  0  0  1  2  0  0  0  0  0  2  0  0  0  0  1  2  0  0  0  2  1  0  0  0  0  0  0  0  0  0  .  4  .  1  2  2  3  3  2  2  1  1  1  18  20  .  4  .  1  1  12  0  0  0  0  0  0  0  12  5  0  0  0  0  0  15  0  4  0  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  3  55  2  2  1  2  2  1  2  3  3  3  2  2  0.5  2  0  0  2  .  .  2  2  2  2  2  1  1  3  .  2  6  5  .  4  2  3  1  4  1972  1  85  194  1  1  .  2  1995  .  .  2  1992  1  1  2  2  1  1  2  1  1  1  3  4  1  1  1  3  4  1  1  4  1  4  1  1  2  1  1  2  1  4  3  4  3  4  4  4  3  3  4  4  2  5  4  .  5  295  2  23
